date,year,month,state,type,source,mwh,,,
Oct-08,2008,10,US-TOTAL,Total Electric Power Industry,Geothermal,1276855,,,
Oct-08,2008,10,US-TOTAL,Total Electric Power Industry,Other Biomass,1489617,,,
Oct-08,2008,10,US-TOTAL,Total Electric Power Industry,Pumped Storage,-496943,,,
Oct-08,2008,10,US-TOTAL,Total Electric Power Industry,Other,890660,,,
Oct-08,2008,10,US-TOTAL,Total Electric Power Industry,Total,318547343,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Coal,154281198,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Petroleum,3345161,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Natural Gas,61454199,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Other Gases,720951,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Nuclear,63408145,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,15667934,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Wind,4993646,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,28848,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3077395,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Geothermal,1233292,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Other Biomass,1449293,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Pumped Storage,-489183,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Other,875363,,,
Nov-08,2008,11,US-TOTAL,Total Electric Power Industry,Total,310046241,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Coal,167785730,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Petroleum,4393879,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Natural Gas,64363646,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Other Gases,753185,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Nuclear,72931328,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20861491,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Wind,6615899,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,18687,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2988131,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Geothermal,1261013,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Other Biomass,1506347,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Pumped Storage,-497946,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Other,916865,,,
Dec-08,2008,12,US-TOTAL,Total Electric Power Industry,Total,343898254,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Coal,171925150,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Petroleum,6103606,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Natural Gas,66390113,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Other Gases,806743,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Nuclear,74102489,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,23490296,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Wind,5950825,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,7190,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3030141,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Geothermal,1288810,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Other Biomass,1462399,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Pumped Storage,-501480,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Other,936354,,,
Jan-09,2009,1,US-TOTAL,Total Electric Power Industry,Total,354992636,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Coal,140915785,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Petroleum,3317740,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Natural Gas,62138853,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Other Gases,783979,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Nuclear,64227211,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,17812032,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Wind,5852175,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,30444,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2822827,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Geothermal,1167779,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Other Biomass,1357453,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Pumped Storage,-413424,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Other,874544,,,
Feb-09,2009,2,US-TOTAL,Total Electric Power Industry,Total,300887398,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Coal,135530328,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Petroleum,3349302,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Natural Gas,68202743,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Other Gases,834474,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Nuclear,67240567,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,21827454,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Wind,7099063,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,78107,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2918935,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Geothermal,1300335,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Other Biomass,1553092,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Pumped Storage,-314985,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Other,983550,,,
Mar-09,2009,3,US-TOTAL,Total Electric Power Industry,Total,310602964,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Coal,125934973,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Petroleum,2806622,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Natural Gas,61158674,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Other Gases,757875,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Nuclear,59408407,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,25769807,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Wind,7457696,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,99416,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2664371,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Geothermal,1222104,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Other Biomass,1542336,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Pumped Storage,-272198,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Other,987171,,,
Apr-09,2009,4,US-TOTAL,Total Electric Power Industry,Total,289537255,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Coal,131673058,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Petroleum,3208707,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Natural Gas,68145647,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Other Gases,772676,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Nuclear,65395452,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,29559655,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Wind,6261961,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,110425,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2734677,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Geothermal,1235186,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Other Biomass,1522219,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Pumped Storage,-348823,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Other,1035033,,,
May-09,2009,5,US-TOTAL,Total Electric Power Industry,Total,311305872,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Coal,148086771,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Petroleum,3243032,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Natural Gas,84205182,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Other Gases,875787,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Nuclear,69734736,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,29233395,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Wind,5599422,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,103413,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2997452,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Geothermal,1208799,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Other Biomass,1558397,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Pumped Storage,-226410,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Other,1038267,,,
Jun-09,2009,6,US-TOTAL,Total Electric Power Industry,Total,347658241,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Coal,158233869,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Petroleum,3357822,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Natural Gas,101893833,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Other Gases,966258,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Nuclear,72948979,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,23384748,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Wind,4954941,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,121188,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3227118,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Geothermal,1255400,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Other Biomass,1628483,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Pumped Storage,-491310,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Other,1060896,,,
Jul-09,2009,7,US-TOTAL,Total Electric Power Industry,Total,372542226,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Coal,163260483,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Petroleum,3641995,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Natural Gas,109239554,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Other Gases,1011646,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Nuclear,72244597,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,19580417,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Wind,5464474,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,116291,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3355135,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Geothermal,1251219,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Other Biomass,1603780,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Pumped Storage,-612532,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Other,1064359,,,
Aug-09,2009,8,US-TOTAL,Total Electric Power Industry,Total,381221417,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Coal,137144648,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Petroleum,2853031,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Natural Gas,92126618,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Other Gases,1022270,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Nuclear,65751794,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,17358714,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Wind,4650708,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,94994,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3060667,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Geothermal,1216783,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Other Biomass,1501263,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Pumped Storage,-348039,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Other,967162,,,
Sep-09,2009,9,US-TOTAL,Total Electric Power Industry,Total,327400612,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Coal,139955577,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Petroleum,2560113,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Natural Gas,72602725,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Other Gases,959788,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Nuclear,58020927,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,19691068,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Wind,6813626,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,68101,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3032086,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Geothermal,1221079,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Other Biomass,1533186,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Pumped Storage,-385127,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Other,967191,,,
Oct-09,2009,10,US-TOTAL,Total Electric Power Industry,Total,307040341,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Coal,136809575,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Petroleum,2072284,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Natural Gas,63285132,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Other Gases,910432,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Nuclear,59069208,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,21007701,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Wind,6875183,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,40402,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3048911,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Geothermal,1273265,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Other Biomass,1572312,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Pumped Storage,-329530,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Other,999794,,,
Nov-09,2009,11,US-TOTAL,Total Electric Power Industry,Total,296634670,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Coal,166434036,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Petroleum,2422261,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Natural Gas,71589607,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Other Gases,930179,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Nuclear,70710218,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,24729808,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Wind,6906058,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,21209,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3157818,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Geothermal,1367900,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Other Biomass,1607676,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Pumped Storage,-383487,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Other,1014012,,,
Dec-09,2009,12,US-TOTAL,Total Electric Power Industry,Total,350507295,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Coal,173320161,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Petroleum,4348200,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Natural Gas,74172736,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Other Gases,909391,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Nuclear,72569341,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,22383072,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Wind,6854337,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,9866,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3126163,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Geothermal,1311840,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Other Biomass,1502763,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Pumped Storage,-564946,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Other,1014242,,,
Jan-10,2010,1,US-TOTAL,Total Electric Power Industry,Total,360957167,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Coal,153044159,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Petroleum,2373098,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Natural Gas,66198080,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Other Gases,825156,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Nuclear,65245370,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20589830,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Wind,5431858,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,32824,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2894564,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Geothermal,1159038,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Other Biomass,1382241,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Pumped Storage,-350643,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Other,909153,,,
Feb-10,2010,2,US-TOTAL,Total Electric Power Industry,Total,319734727,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Coal,144405633,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Petroleum,2470212,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Natural Gas,63430660,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Other Gases,1009675,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Nuclear,64634721,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20885663,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Wind,8589077,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,75999,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3090278,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Geothermal,1306596,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Other Biomass,1591670,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Pumped Storage,-324588,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Other,1002045,,,
Mar-10,2010,3,US-TOTAL,Total Electric Power Industry,Total,312167640,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Coal,126951885,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Petroleum,2286351,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Natural Gas,64644025,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Other Gases,942625,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Nuclear,57611073,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,19096663,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Wind,9764456,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,112279,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2932095,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Geothermal,1240251,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Other Biomass,1558147,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Pumped Storage,-335277,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Other,995653,,,
Apr-10,2010,4,US-TOTAL,Total Electric Power Industry,Total,287800227,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Coal,143272494,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Petroleum,2994020,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Natural Gas,73665438,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Other Gases,1017214,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Nuclear,66658365,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,25079217,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Wind,8697525,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,153172,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2892948,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Geothermal,1310548,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Other Biomass,1576629,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Pumped Storage,-440745,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Other,1059667,,,
May-10,2010,5,US-TOTAL,Total Electric Power Industry,Total,327936492,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Coal,165491489,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Petroleum,3989252,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Natural Gas,92268431,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Other Gases,964284,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Nuclear,68301322,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,29853827,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Wind,8049021,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,176053,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3093706,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Geothermal,1263676,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Other Biomass,1626765,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Pumped Storage,-471738,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Other,1153393,,,
Jun-10,2010,6,US-TOTAL,Total Electric Power Industry,Total,375759478,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Coal,179600499,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Petroleum,4411384,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Natural Gas,114624202,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Other Gases,963070,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Nuclear,71913468,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,24516761,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Wind,6723891,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,161382,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3308174,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Geothermal,1273616,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Other Biomass,1640073,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Pumped Storage,-557093,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Other,1146012,,,
Jul-10,2010,7,US-TOTAL,Total Electric Power Industry,Total,409725440,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Coal,177745320,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Petroleum,3575462,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Natural Gas,121151269,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Other Gases,1060909,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Nuclear,71574103,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20119232,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Wind,6685855,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,156393,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3318726,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Geothermal,1296912,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Other Biomass,1642191,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Pumped Storage,-600278,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Other,1158062,,,
Aug-10,2010,8,US-TOTAL,Total Electric Power Industry,Total,408884155,,,
Sep-10,2010,9,US-TOTAL,Total Electric Power Industry,Coal,148745672,,,
Sep-10,2010,9,US-TOTAL,Total Electric Power Industry,Petroleum,2782682,,,
Sep-10,2010,9,US-TOTAL,Total Electric Power Industry,Natural Gas,93004176,,,
Sep-10,2010,9,US-TOTAL,Total Electric Power Industry,Other Gases,953692,,,
Sep-10,2010,9,US-TOTAL,Total Electric Power Industry,Nuclear,69371195,,,
