date,year,month,state,type,source,mwh,,,
Jun-04,2004,6,US-TOTAL,Total Electric Power Industry,Total,345085079,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Coal,181491821,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Petroleum,12097792,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Natural Gas,79290022,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Other Gases,1284034,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Nuclear,71975040,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,23318280,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Wind,1164370,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,82103,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3416472,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Geothermal,1277531,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Other Biomass,1326582,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Pumped Storage,-693449,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Other,1301100,,,
Jul-04,2004,7,US-TOTAL,Total Electric Power Industry,Total,377331697,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Coal,178181343,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Petroleum,11078134,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Natural Gas,77820688,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Other Gases,1290015,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Nuclear,71068483,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,21591967,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Wind,1050719,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,72846,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3317351,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Geothermal,1257163,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Other Biomass,1328558,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Pumped Storage,-817999,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Other,1199769,,,
Aug-04,2004,8,US-TOTAL,Total Electric Power Industry,Total,368439037,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Coal,164252923,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Petroleum,8677125,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Natural Gas,67853993,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Other Gases,1340976,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Nuclear,65932057,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20525261,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Wind,1089615,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,60632,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3119416,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Geothermal,1188383,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Other Biomass,1238518,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Pumped Storage,-769637,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Other,1112935,,,
Sep-04,2004,9,US-TOTAL,Total Electric Power Industry,Total,335622198,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Coal,157605095,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Petroleum,7666202,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Natural Gas,57228814,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Other Gases,1268635,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Nuclear,62530352,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,18862795,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Wind,1028873,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,33521,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3263623,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Geothermal,1276349,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Other Biomass,1248387,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Pumped Storage,-703186,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Other,1140762,,,
Oct-04,2004,10,US-TOTAL,Total Electric Power Industry,Total,312450223,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Coal,157435994,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Petroleum,6874438,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Natural Gas,49693034,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Other Gases,1215595,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Nuclear,58940863,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,20937044,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Wind,932203,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,15342,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3074165,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Geothermal,1212013,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Other Biomass,1257977,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Pumped Storage,-664846,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Other,1177433,,,
Nov-04,2004,11,US-TOTAL,Total Electric Power Industry,Total,302101256,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Coal,176755201,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Petroleum,10100481,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Natural Gas,51309565,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Other Gases,1204868,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Nuclear,68616627,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,26210718,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Wind,1172009,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,7758,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3301615,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Geothermal,1256009,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Other Biomass,1286950,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Pumped Storage,-649768,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Other,1375930,,,
Dec-04,2004,12,US-TOTAL,Total Electric Power Industry,Total,341947963,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Coal,177013907,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Petroleum,12190178,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Natural Gas,51337627,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Other Gases,1126191,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Nuclear,69828239,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,24272165,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Wind,1131569,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,8668,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3333076,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Geothermal,1252144,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Other Biomass,1278347,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Pumped Storage,-725387,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Other,1074731,,,
Jan-05,2005,1,US-TOTAL,Total Electric Power Industry,Total,343121453,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Coal,155818014,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Petroleum,7314510,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Natural Gas,44912617,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Other Gases,1076051,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Nuclear,60946934,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,21606774,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Wind,966482,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,13082,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3055295,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Geothermal,1063014,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Other Biomass,1123407,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Pumped Storage,-345608,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Other,949744,,,
Feb-05,2005,2,US-TOTAL,Total Electric Power Industry,Total,298500316,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Coal,163612701,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Petroleum,8351900,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Natural Gas,51896973,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Other Gases,1214487,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Nuclear,61538530,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,22936067,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Wind,1560626,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,38157,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3287717,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Geothermal,1204252,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Other Biomass,1277929,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Pumped Storage,-496889,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Other,1035826,,,
Mar-05,2005,3,US-TOTAL,Total Electric Power Industry,Total,317458276,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Coal,143083239,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Petroleum,6952153,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Natural Gas,52016286,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Other Gases,1121459,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Nuclear,55484010,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,23058359,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Wind,1697504,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,58263,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3035547,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Geothermal,1187134,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Other Biomass,1222542,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Pumped Storage,-337538,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Other,983444,,,
Apr-05,2005,4,US-TOTAL,Total Electric Power Industry,Total,289562400,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Coal,153957962,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Petroleum,6713918,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Natural Gas,54826004,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Other Gases,1191303,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Nuclear,62970464,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,27278511,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Wind,1746430,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,81153,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3100697,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Geothermal,1264308,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Other Biomass,1351152,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Pumped Storage,-466254,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Other,1046462,,,
May-05,2005,5,US-TOTAL,Total Electric Power Industry,Total,315062110,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Coal,174866997,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Petroleum,10783859,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Natural Gas,75635493,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Other Gases,1149140,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Nuclear,66144275,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,26782990,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Wind,1796924,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,88476,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3173505,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Geothermal,1248056,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Other Biomass,1329134,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Pumped Storage,-414615,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Other,1087402,,,
Jun-05,2005,6,US-TOTAL,Total Electric Power Industry,Total,363671636,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Coal,186090757,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Petroleum,13033243,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Natural Gas,96819410,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Other Gases,1160882,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Nuclear,71070011,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,25956842,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Wind,1420942,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,72329,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3417445,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Geothermal,1272697,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Other Biomass,1381227,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Pumped Storage,-624662,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Other,1202724,,,
Jul-05,2005,7,US-TOTAL,Total Electric Power Industry,Total,402273846,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Coal,187573754,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Petroleum,14527519,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Natural Gas,100786654,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Other Gases,1171811,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Nuclear,71381550,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,21565679,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Wind,1138032,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,75845,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3420414,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Geothermal,1253785,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Other Biomass,1348025,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Pumped Storage,-623097,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Other,1320708,,,
Aug-05,2005,8,US-TOTAL,Total Electric Power Industry,Total,404940681,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Coal,171656215,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Petroleum,12279150,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Natural Gas,73355483,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Other Gases,1145276,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Nuclear,66738979,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,17363684,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Wind,1468347,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,61108,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3258783,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Geothermal,1222659,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Other Biomass,1283007,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Pumped Storage,-680144,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Other,1065252,,,
Sep-05,2005,9,US-TOTAL,Total Electric Power Industry,Total,350217801,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Coal,162436793,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Petroleum,10177971,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Natural Gas,55940881,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Other Gases,1080067,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Nuclear,61235597,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,18006360,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Wind,1446190,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,37665,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3245610,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Geothermal,1247204,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Other Biomass,1205376,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Pumped Storage,-611210,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Other,949419,,,
Oct-05,2005,10,US-TOTAL,Total Electric Power Industry,Total,316397924,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Coal,158797527,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Petroleum,6867442,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Natural Gas,49440226,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Other Gases,965190,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Nuclear,62912709,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,19352668,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Wind,1609691,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,12755,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3189850,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Geothermal,1219610,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Other Biomass,1290210,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Pumped Storage,-554210,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Other,1011567,,,
Nov-05,2005,11,US-TOTAL,Total Electric Power Industry,Total,306115236,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Coal,177965180,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Petroleum,13033172,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Natural Gas,53992601,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Other Gases,1062287,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Nuclear,71735067,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,22141157,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Wind,1827814,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,2793,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3338477,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Geothermal,1256880,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Other Biomass,1330037,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Pumped Storage,-678175,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Other,1093781,,,
Dec-05,2005,12,US-TOTAL,Total Electric Power Industry,Total,348101071,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Coal,169236081,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Petroleum,6135957,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Natural Gas,43806921,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Other Gases,1156888,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Nuclear,71911532,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,27436656,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Wind,2382633,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,12935,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3421613,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Geothermal,1229567,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Other Biomass,1388234,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Pumped Storage,-532829,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Other,1071550,,,
Jan-06,2006,1,US-TOTAL,Total Electric Power Industry,Total,328657738,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Coal,158616189,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Petroleum,4923427,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Natural Gas,47408989,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Other Gases,1113774,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Nuclear,62615654,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,24761683,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Wind,1921958,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,19533,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3051360,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Geothermal,1110817,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Other Biomass,1270350,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Pumped Storage,-446518,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Other,966213,,,
Feb-06,2006,2,US-TOTAL,Total Electric Power Industry,Total,307333430,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Coal,161325115,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Petroleum,4013464,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Natural Gas,54921742,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Other Gases,1233513,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Nuclear,63720849,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,24624609,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Wind,2358632,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,33404,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,3201388,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Geothermal,1261290,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Other Biomass,1344340,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Pumped Storage,-435173,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Other,1126627,,,
Mar-06,2006,3,US-TOTAL,Total Electric Power Industry,Total,318729800,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Coal,141426234,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Petroleum,4690155,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Natural Gas,56090856,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Other Gases,1180022,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Nuclear,57567204,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,28555683,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Wind,2471762,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,52074,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,2980116,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Geothermal,1129089,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Other Biomass,1226903,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Pumped Storage,-587331,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Other,1075310,,,
Apr-06,2006,4,US-TOTAL,Total Electric Power Industry,Total,297858078,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Coal,157009755,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Petroleum,4419887,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Natural Gas,65585605,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Other Gases,1295444,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Nuclear,62775701,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,30818443,,,
May-06,2006,5,US-TOTAL,Total Electric Power Industry,Wind,2458683,,,
